email,continent,country,sleep_hours,employment_status,study_hours,webinar_attendance_duration,score
student1735@alx.edu,Africa,Ghana,5,Unemployed,10,23,84
student1736@alx.edu,Africa,Zimbabwe,8,Employed,36,71,100
student1737@alx.edu,Africa,Ethiopia,5,Unemployed,21,44,100
student1738@alx.edu,Africa,Nigeria,4,Unemployed,12,24,72
student1739@alx.edu,Africa,South Africa,2,Unemployed,18,39,100
student1740@alx.edu,Africa,Kenya,4,Employed,19,38,100
student1741@alx.edu,Africa,Rwanda,5,Unemployed,34,65,100
student1742@alx.edu,Africa,Morocco,0,Unemployed,31,66,100
student1743@alx.edu,Africa,Egypt,4,Employed,32,64,100
student1744@alx.edu,Africa,Ghana,8,Employed,5,11,59
student1745@alx.edu,Africa,Zimbabwe,7,Employed,20,43,100
student1746@alx.edu,Africa,Ethiopia,6,Unemployed,22,41,100
student1747@alx.edu,Africa,Nigeria,9,Employed,6,13,55
student1748@alx.edu,Africa,South Africa,0,Employed,14,26,82
student1749@alx.edu,Africa,Kenya,6,Employed,32,63,100
student1750@alx.edu,Africa,Rwanda,8,Unemployed,10,20,69
student1751@alx.edu,Africa,Morocco,5,Employed,24,43,100
student1752@alx.edu,Africa,Egypt,3,Employed,13,23,70
student1753@alx.edu,Africa,Ghana,1,Employed,5,15,67
student1754@alx.edu,Africa,Zimbabwe,9,Employed,13,30,75
student1755@alx.edu,Africa,Ethiopia,5,Employed,39,78,100
student1756@alx.edu,Africa,Nigeria,9,Unemployed,33,67,100
student1757@alx.edu,Africa,South Africa,6,Unemployed,39,76,100
student1758@alx.edu,Africa,Kenya,7,Employed,22,48,100
student1759@alx.edu,Africa,Rwanda,8,Employed,9,17,65
student1760@alx.edu,Africa,Morocco,7,Employed,24,49,100
student1761@alx.edu,Africa,Egypt,4,Unemployed,21,45,100
student1762@alx.edu,Africa,Ghana,5,Unemployed,35,67,100
student1763@alx.edu,Africa,Zimbabwe,8,Unemployed,8,22,58
student1764@alx.edu,Africa,Ethiopia,4,Unemployed,22,40,100
student1765@alx.edu,Africa,Nigeria,4,Employed,10,25,80
student1766@alx.edu,Africa,South Africa,1,Employed,16,32,95
student1767@alx.edu,Africa,Kenya,9,Employed,31,61,100
student1768@alx.edu,Africa,Rwanda,1,Employed,22,38,100
student1769@alx.edu,Africa,Morocco,6,Unemployed,18,35,90
student1770@alx.edu,Africa,Egypt,4,Employed,19,34,96
student1771@alx.edu,Africa,Ghana,4,Unemployed,21,40,100
student1772@alx.edu,Africa,Zimbabwe,7,Unemployed,32,65,100
student1773@alx.edu,Africa,Ethiopia,1,Employed,36,75,100
student1774@alx.edu,Africa,Nigeria,6,Unemployed,38,77,100
student1775@alx.edu,Africa,South Africa,8,Unemployed,33,66,100
student1776@alx.edu,Africa,Kenya,8,Employed,16,29,80
student1777@alx.edu,Africa,Rwanda,2,Unemployed,29,56,100
student1778@alx.edu,Africa,Morocco,9,Unemployed,20,46,98
student1779@alx.edu,Africa,Egypt,7,Employed,14,26,75
student1780@alx.edu,Africa,Ghana,9,Unemployed,34,74,100
student1781@alx.edu,Africa,Zimbabwe,5,Unemployed,6,12,67
student1782@alx.edu,Africa,Ethiopia,5,Employed,37,73,100
student1783@alx.edu,Africa,Nigeria,9,Unemployed,21,46,100
student1784@alx.edu,Africa,South Africa,9,Employed,27,58,100
student1785@alx.edu,Africa,Kenya,4,Unemployed,28,56,100
student1786@alx.edu,Africa,Rwanda,3,Unemployed,36,71,100
student1787@alx.edu,Africa,Morocco,4,Employed,27,54,100
student1788@alx.edu,Africa,Egypt,4,Employed,26,54,100
student1789@alx.edu,Africa,Ghana,3,Unemployed,7,17,66
student1790@alx.edu,Africa,Zimbabwe,3,Employed,23,46,100
student1791@alx.edu,Africa,Ethiopia,9,Unemployed,10,22,67
student1792@alx.edu,Africa,Nigeria,1,Employed,31,67,100
student1793@alx.edu,Africa,South Africa,7,Unemployed,23,47,100
student1794@alx.edu,Africa,Kenya,2,Unemployed,29,59,100
student1795@alx.edu,Africa,Rwanda,3,Unemployed,6,8,62
student1796@alx.edu,Africa,Morocco,1,Unemployed,8,8,65
student1797@alx.edu,Africa,Egypt,3,Unemployed,30,61,100
student1798@alx.edu,Africa,Ghana,8,Employed,8,15,55
student1799@alx.edu,Africa,Zimbabwe,9,Employed,7,13,61
student1800@alx.edu,Africa,Ethiopia,2,Unemployed,5,12,74
student1801@alx.edu,Africa,Nigeria,5,Unemployed,38,77,100
student1802@alx.edu,Africa,South Africa,5,Employed,31,65,100
student1803@alx.edu,Africa,Kenya,9,Employed,17,35,85
student1804@alx.edu,Africa,Rwanda,8,Employed,15,29,73
student1805@alx.edu,Africa,Morocco,5,Employed,17,37,93
student1806@alx.edu,Africa,Egypt,7,Employed,32,64,100
student1807@alx.edu,Africa,Ghana,8,Unemployed,28,58,100
student1808@alx.edu,Africa,Zimbabwe,0,Unemployed,11,22,85
student1809@alx.edu,Africa,Ethiopia,4,Employed,11,20,72
student1810@alx.edu,Africa,Nigeria,9,Employed,8,17,49
student1811@alx.edu,Africa,South Africa,7,Employed,28,56,100
student1812@alx.edu,Africa,Kenya,5,Employed,32,65,100
student1813@alx.edu,Africa,Rwanda,5,Employed,14,28,85
student1814@alx.edu,Africa,Morocco,3,Employed,6,6,53
student1815@alx.edu,Africa,Egypt,5,Employed,8,14,60
student1816@alx.edu,Africa,Ghana,7,Employed,39,80,100
student1817@alx.edu,Africa,Zimbabwe,4,Employed,15,30,75
student1818@alx.edu,Africa,Ethiopia,7,Unemployed,32,63,100
student1819@alx.edu,Africa,Nigeria,9,Employed,27,57,100
student1820@alx.edu,Africa,South Africa,2,Employed,18,35,100
student1821@alx.edu,Africa,Kenya,5,Unemployed,12,20,75
student1822@alx.edu,Africa,Rwanda,4,Unemployed,9,18,69
student1823@alx.edu,Africa,Morocco,7,Unemployed,27,52,100
student1824@alx.edu,Africa,Egypt,2,Employed,32,61,100
student1825@alx.edu,Africa,Ghana,6,Employed,28,55,100
student1826@alx.edu,Africa,Zimbabwe,9,Employed,24,49,100
student1827@alx.edu,Africa,Ethiopia,4,Employed,6,13,58
student1828@alx.edu,Africa,Nigeria,9,Unemployed,39,79,100
student1829@alx.edu,Africa,South Africa,10,Employed,33,71,100
student1830@alx.edu,Africa,Kenya,1,Employed,15,29,91
student1831@alx.edu,Africa,Rwanda,2,Unemployed,39,79,100
student1832@alx.edu,Africa,Morocco,10,Employed,26,51,100
student1833@alx.edu,Africa,Egypt,10,Employed,25,48,100
student1834@alx.edu,Africa,Ghana,1,Employed,31,61,100
student1835@alx.edu,Africa,Zimbabwe,0,Employed,33,65,100
student1836@alx.edu,Africa,Ethiopia,2,Unemployed,28,57,100
student1837@alx.edu,Africa,Nigeria,10,Unemployed,9,26,58
student1838@alx.edu,Africa,South Africa,2,Unemployed,17,32,96
student1839@alx.edu,Africa,Kenya,5,Unemployed,37,74,100
student1840@alx.edu,Africa,Rwanda,8,Employed,13,26,78
student1841@alx.edu,Africa,Morocco,0,Employed,18,37,90
student1842@alx.edu,Africa,Egypt,6,Employed,20,41,93
student1843@alx.edu,Africa,Ghana,3,Unemployed,20,45,100
student1844@alx.edu,Africa,Zimbabwe,9,Unemployed,26,46,100
student1845@alx.edu,Africa,Ethiopia,3,Unemployed,38,69,100
student1846@alx.edu,Africa,Nigeria,7,Employed,13,25,76
student1847@alx.edu,Africa,South Africa,7,Employed,9,22,68
student1848@alx.edu,Africa,Kenya,2,Unemployed,12,19,76
student1849@alx.edu,Africa,Rwanda,0,Unemployed,36,63,100
student1850@alx.edu,Africa,Morocco,4,Employed,28,57,100
student1851@alx.edu,Africa,Egypt,3,Employed,15,31,86
student1852@alx.edu,Africa,Ghana,8,Employed,34,64,100
student1853@alx.edu,Africa,Zimbabwe,8,Unemployed,35,67,100
student1854@alx.edu,Africa,Ethiopia,5,Unemployed,35,66,100
student1855@alx.edu,Africa,Nigeria,6,Unemployed,37,75,100
student1856@alx.edu,Africa,South Africa,6,Unemployed,14,26,89
student1857@alx.edu,Africa,Kenya,8,Employed,31,64,100
student1858@alx.edu,Africa,Rwanda,4,Employed,21,34,100
student1859@alx.edu,Africa,Morocco,3,Employed,34,66,100
student1860@alx.edu,Africa,Egypt,3,Unemployed,30,58,100
student1861@alx.edu,Africa,Ghana,5,Employed,32,64,100
student1862@alx.edu,Africa,Zimbabwe,4,Employed,28,54,100
student1863@alx.edu,Africa,Ethiopia,4,Employed,11,25,85
student1864@alx.edu,Africa,Nigeria,1,Employed,24,43,100
student1865@alx.edu,Africa,South Africa,7,Employed,39,79,100
student1866@alx.edu,Africa,Kenya,2,Unemployed,38,77,100
student1867@alx.edu,Africa,Rwanda,2,Employed,7,19,68
student1868@alx.edu,Africa,Morocco,4,Employed,11,20,73
student1869@alx.edu,Africa,Egypt,2,Unemployed,10,20,70
student1870@alx.edu,Africa,Ghana,6,Unemployed,30,55,100
student1871@alx.edu,Africa,Zimbabwe,4,Employed,34,60,100
student1872@alx.edu,Africa,Ethiopia,4,Employed,12,27,83
student1873@alx.edu,Africa,Nigeria,5,Employed,23,45,100
student1874@alx.edu,Africa,South Africa,2,Employed,34,72,100
student1875@alx.edu,Africa,Kenya,2,Unemployed,31,57,100
student1876@alx.edu,Africa,Rwanda,9,Employed,24,50,100
student1877@alx.edu,Africa,Morocco,4,Unemployed,26,57,100
student1878@alx.edu,Africa,Egypt,4,Employed,23,47,100
student1879@alx.edu,Africa,Ghana,0,Employed,15,32,92
student1880@alx.edu,Africa,Zimbabwe,5,Employed,25,50,100
student1881@alx.edu,Africa,Ethiopia,6,Unemployed,29,54,100
student1882@alx.edu,Africa,Nigeria,6,Employed,36,75,100
student1883@alx.edu,Africa,South Africa,7,Employed,27,53,100
student1884@alx.edu,Africa,Kenya,2,Unemployed,32,65,100
student1885@alx.edu,Africa,Rwanda,3,Employed,11,17,63
student1886@alx.edu,Africa,Morocco,8,Unemployed,21,39,97
student1887@alx.edu,Africa,Egypt,9,Employed,5,15,51
student1888@alx.edu,Africa,Ghana,1,Unemployed,14,26,94
student1889@alx.edu,Africa,Zimbabwe,5,Unemployed,30,65,100
student1890@alx.edu,Africa,Ethiopia,2,Unemployed,40,79,100
student1891@alx.edu,Africa,Nigeria,1,Employed,8,11,70
student1892@alx.edu,Africa,South Africa,3,Unemployed,19,41,100
student1893@alx.edu,Africa,Kenya,1,Unemployed,33,64,100
student1894@alx.edu,Africa,Rwanda,7,Employed,12,26,71
student1895@alx.edu,Africa,Morocco,5,Unemployed,24,49,100
student1896@alx.edu,Africa,Egypt,1,Employed,31,57,100
student1897@alx.edu,Africa,Ghana,0,Employed,27,54,100
student1898@alx.edu,Africa,Zimbabwe,8,Unemployed,12,30,78
student1899@alx.edu,Africa,Ethiopia,2,Unemployed,17,36,97
student1900@alx.edu,Africa,Nigeria,6,Employed,32,65,100
student1901@alx.edu,Africa,South Africa,3,Unemployed,24,52,100
student1902@alx.edu,Africa,Kenya,6,Unemployed,5,11,58
student1903@alx.edu,Africa,Rwanda,3,Unemployed,32,64,100
student1904@alx.edu,Africa,Morocco,1,Unemployed,6,9,64
student1905@alx.edu,Africa,Egypt,2,Employed,31,63,100
student1906@alx.edu,Africa,Ghana,2,Employed,12,27,83
student1907@alx.edu,Africa,Zimbabwe,4,Unemployed,39,75,100
student1908@alx.edu,Africa,Ethiopia,7,Employed,18,40,100
student1909@alx.edu,Africa,Nigeria,3,Unemployed,16,33,90
student1910@alx.edu,Africa,South Africa,0,Unemployed,10,18,79
student1911@alx.edu,Africa,Kenya,5,Unemployed,16,34,83
student1912@alx.edu,Africa,Rwanda,6,Unemployed,36,71,100
student1913@alx.edu,Africa,Morocco,10,Employed,40,82,100
student1914@alx.edu,Africa,Egypt,6,Unemployed,18,35,93
student1915@alx.edu,Africa,Ghana,5,Employed,21,41,100
student1916@alx.edu,Africa,Zimbabwe,6,Unemployed,30,62,100
student1917@alx.edu,Africa,Ethiopia,9,Employed,36,73,100
student1918@alx.edu,Africa,Nigeria,8,Employed,26,46,100
student1919@alx.edu,Africa,South Africa,3,Employed,19,34,100
student1920@alx.edu,Africa,Kenya,2,Employed,19,42,100
student1921@alx.edu,Africa,Rwanda,3,Unemployed,29,58,100
student1922@alx.edu,Africa,Morocco,5,Employed,5,9,53
student1923@alx.edu,Africa,Egypt,7,Unemployed,27,49,100
student1924@alx.edu,Africa,Ghana,5,Employed,17,32,89
student1925@alx.edu,Africa,Zimbabwe,1,Employed,33,60,100
student1926@alx.edu,Africa,Ethiopia,7,Employed,8,16,57
student1927@alx.edu,Africa,Nigeria,8,Unemployed,26,49,100
student1928@alx.edu,Africa,South Africa,3,Employed,22,41,100
student1929@alx.edu,Africa,Kenya,7,Unemployed,27,55,100
student1930@alx.edu,Africa,Rwanda,4,Unemployed,7,16,60
student1931@alx.edu,Africa,Morocco,9,Unemployed,25,57,100
student1932@alx.edu,Africa,Egypt,8,Employed,25,45,100
student1933@alx.edu,Africa,Ghana,5,Employed,25,53,100
student1934@alx.edu,Africa,Zimbabwe,7,Employed,26,55,100
student1935@alx.edu,Africa,Ethiopia,9,Employed,29,55,100
student1936@alx.edu,Africa,Nigeria,5,Employed,33,67,100
student1937@alx.edu,Africa,South Africa,3,Employed,14,28,84
student1938@alx.edu,Africa,Kenya,8,Employed,34,68,100
student1939@alx.edu,Africa,Rwanda,2,Unemployed,22,49,100
student1940@alx.edu,Africa,Morocco,4,Employed,8,17,69
student1941@alx.edu,Africa,Egypt,9,Unemployed,7,16,58
student1942@alx.edu,Africa,Ghana,7,Unemployed,17,32,87
student1943@alx.edu,Africa,Zimbabwe,4,Employed,32,60,100
student1944@alx.edu,Africa,Ethiopia,2,Employed,30,59,100
student1945@alx.edu,Africa,Nigeria,4,Unemployed,33,69,100
student1946@alx.edu,Africa,South Africa,3,Unemployed,23,42,100
student1947@alx.edu,Africa,Kenya,2,Employed,20,38,100
student1948@alx.edu,Africa,Rwanda,7,Unemployed,10,21,67
student1949@alx.edu,Africa,Morocco,3,Unemployed,16,30,93
student1950@alx.edu,Africa,Egypt,5,Unemployed,20,38,96
student1951@alx.edu,Africa,Ghana,4,Unemployed,8,15,68
student1952@alx.edu,Africa,Zimbabwe,10,Employed,13,21,67
student1953@alx.edu,Africa,Ethiopia,4,Employed,26,49,100
student1954@alx.edu,Africa,Nigeria,1,Unemployed,31,64,100
student1955@alx.edu,Africa,South Africa,1,Unemployed,40,76,100
student1956@alx.edu,Africa,Kenya,6,Unemployed,38,71,100
student1957@alx.edu,Africa,Rwanda,6,Employed,27,53,100
student1958@alx.edu,Africa,Morocco,4,Employed,20,42,100
student1959@alx.edu,Africa,Egypt,4,Unemployed,27,54,100
student1960@alx.edu,Africa,Ghana,1,Unemployed,32,64,100
student1961@alx.edu,Africa,Zimbabwe,5,Unemployed,9,18,73
student1962@alx.edu,Africa,Ethiopia,5,Employed,19,33,98
student1963@alx.edu,Africa,Nigeria,1,Unemployed,34,70,100
student1964@alx.edu,Africa,South Africa,1,Unemployed,18,38,95
student1965@alx.edu,Africa,Kenya,1,Unemployed,25,49,100
student1966@alx.edu,Africa,Rwanda,1,Unemployed,26,54,100
student1967@alx.edu,Africa,Morocco,6,Unemployed,11,20,67
student1968@alx.edu,Africa,Egypt,2,Employed,18,39,94
student1969@alx.edu,Africa,Ghana,3,Employed,17,34,89
student1970@alx.edu,Africa,Zimbabwe,2,Employed,6,11,58
student1971@alx.edu,Africa,Ethiopia,10,Unemployed,6,12,51
student1972@alx.edu,Africa,Nigeria,9,Employed,34,68,100
student1973@alx.edu,Africa,South Africa,2,Unemployed,15,33,96
student1974@alx.edu,Africa,Kenya,3,Employed,23,43,100
student1975@alx.edu,Africa,Rwanda,2,Employed,15,29,85
student1976@alx.edu,Africa,Morocco,5,Unemployed,38,79,100
student1977@alx.edu,Africa,Egypt,0,Unemployed,14,26,98
student1978@alx.edu,Africa,Ghana,7,Unemployed,20,43,100
student1979@alx.edu,Africa,Zimbabwe,5,Employed,36,76,100
student1980@alx.edu,Africa,Ethiopia,9,Unemployed,34,68,100
student1981@alx.edu,Africa,Nigeria,2,Employed,12,25,80
student1982@alx.edu,Africa,South Africa,8,Employed,33,63,100
student1983@alx.edu,Africa,Kenya,8,Employed,21,44,98
student1984@alx.edu,Africa,Rwanda,1,Unemployed,22,44,100
student1985@alx.edu,Africa,Morocco,4,Unemployed,10,21,66
student1986@alx.edu,Africa,Egypt,2,Unemployed,8,14,67
student1987@alx.edu,Africa,Ghana,3,Employed,30,56,100
student1988@alx.edu,Africa,Zimbabwe,3,Employed,22,46,100
student1989@alx.edu,Africa,Ethiopia,6,Unemployed,20,34,95
student1990@alx.edu,Africa,Nigeria,4,Employed,31,60,100
student1991@alx.edu,Africa,South Africa,9,Employed,32,66,100
student1992@alx.edu,Africa,Kenya,1,Employed,11,22,80
student1993@alx.edu,Africa,Rwanda,10,Unemployed,26,59,100
student1994@alx.edu,Africa,Morocco,2,Employed,10,23,66
student1995@alx.edu,Africa,Egypt,8,Employed,31,61,100
student1996@alx.edu,Africa,Ghana,3,Unemployed,28,56,100
student1997@alx.edu,Africa,Zimbabwe,1,Unemployed,38,77,100
student1998@alx.edu,Africa,Ethiopia,9,Unemployed,7,10,54
student1999@alx.edu,Africa,Nigeria,3,Unemployed,7,11,65
student2000@alx.edu,Africa,South Africa,7,Unemployed,15,28,86
student2001@alx.edu,Africa,Kenya,6,Unemployed,14,22,74
student2002@alx.edu,Africa,Rwanda,5,Employed,14,27,84
student2003@alx.edu,Africa,Morocco,5,Employed,37,73,100
student2004@alx.edu,Africa,Egypt,7,Employed,14,22,75
student2005@alx.edu,Africa,Ghana,1,Employed,15,30,90
student2006@alx.edu,Africa,Zimbabwe,7,Unemployed,32,65,100
student2007@alx.edu,Africa,Ethiopia,9,Employed,21,42,91
student2008@alx.edu,Africa,Nigeria,1,Unemployed,32,63,100
student2009@alx.edu,Africa,South Africa,1,Unemployed,7,16,79
student2010@alx.edu,Africa,Kenya,7,Employed,22,46,97
student2011@alx.edu,Africa,Rwanda,4,Employed,6,13,68
student2012@alx.edu,Africa,Morocco,4,Unemployed,7,12,63
student2013@alx.edu,Africa,Egypt,1,Unemployed,37,74,100
student2014@alx.edu,Africa,Ghana,5,Unemployed,10,23,68
student2015@alx.edu,Africa,Zimbabwe,1,Unemployed,24,45,100
student2016@alx.edu,Africa,Ethiopia,5,Employed,19,45,99
student2017@alx.edu,Africa,Nigeria,8,Unemployed,17,33,84
student2018@alx.edu,Africa,South Africa,3,Employed,36,73,100
student2019@alx.edu,Africa,Kenya,5,Unemployed,6,10,57
student2020@alx.edu,Africa,Rwanda,10,Unemployed,28,57,100
student2021@alx.edu,Africa,Morocco,7,Unemployed,39,72,100
student2022@alx.edu,Africa,Egypt,8,Employed,25,48,100
student2023@alx.edu,Africa,Ghana,4,Unemployed,38,72,100
student2024@alx.edu,Africa,Zimbabwe,8,Employed,7,14,51
student2025@alx.edu,Africa,Ethiopia,0,Employed,20,42,100
student2026@alx.edu,Africa,Nigeria,1,Employed,14,30,86
student2027@alx.edu,Africa,South Africa,2,Unemployed,31,54,100
student2028@alx.edu,Africa,Kenya,4,Employed,39,85,100
student2029@alx.edu,Africa,Rwanda,8,Employed,14,29,71
student2030@alx.edu,Africa,Morocco,3,Unemployed,28,53,100
student2031@alx.edu,Africa,Egypt,7,Unemployed,12,24,80
student2032@alx.edu,Africa,Ghana,7,Employed,25,50,100
student2033@alx.edu,Africa,Zimbabwe,6,Employed,21,40,100
student2034@alx.edu,Africa,Ethiopia,4,Unemployed,39,79,100
student2035@alx.edu,Africa,Nigeria,6,Employed,26,51,100
student2036@alx.edu,Africa,South Africa,3,Employed,17,33,97
student2037@alx.edu,Africa,Kenya,1,Employed,9,16,68
student2038@alx.edu,Africa,Rwanda,10,Unemployed,10,16,75
student2039@alx.edu,Africa,Morocco,1,Employed,13,26,81
student2040@alx.edu,Africa,Egypt,1,Unemployed,14,29,96
student2041@alx.edu,Africa,Ghana,9,Unemployed,35,71,100
student2042@alx.edu,Africa,Zimbabwe,3,Unemployed,25,52,100
student2043@alx.edu,Africa,Ethiopia,7,Employed,23,48,100
student2044@alx.edu,Africa,Nigeria,3,Unemployed,9,16,71
student2045@alx.edu,Africa,South Africa,4,Employed,35,73,100
student2046@alx.edu,Africa,Kenya,3,Unemployed,30,57,100
student2047@alx.edu,Africa,Rwanda,3,Employed,7,12,64
student2048@alx.edu,Africa,Morocco,4,Employed,30,57,100
student2049@alx.edu,Africa,Egypt,7,Employed,24,51,95
student2050@alx.edu,Africa,Ghana,5,Unemployed,8,19,61
student2051@alx.edu,Africa,Zimbabwe,9,Employed,21,44,93
student2052@alx.edu,Africa,Ethiopia,0,Employed,22,47,100
student2053@alx.edu,Africa,Nigeria,5,Unemployed,11,19,75
student2054@alx.edu,Africa,South Africa,6,Unemployed,38,77,100
student2055@alx.edu,Africa,Kenya,9,Employed,35,69,100
student2056@alx.edu,Africa,Rwanda,0,Unemployed,28,59,100
student2057@alx.edu,Africa,Morocco,6,Unemployed,21,42,100
student2058@alx.edu,Africa,Egypt,9,Unemployed,19,38,97
student2059@alx.edu,Africa,Ghana,2,Employed,28,57,100
student2060@alx.edu,Africa,Zimbabwe,9,Unemployed,24,51,100
student2061@alx.edu,Africa,Ethiopia,0,Employed,7,12,76
student2062@alx.edu,Africa,Nigeria,7,Unemployed,23,46,100
student2063@alx.edu,Africa,South Africa,9,Unemployed,33,63,100
student2064@alx.edu,Africa,Kenya,7,Employed,21,35,98
student2065@alx.edu,Africa,Rwanda,4,Unemployed,7,14,68
student2066@alx.edu,Africa,Morocco,0,Unemployed,33,67,100
student2067@alx.edu,Africa,Egypt,9,Unemployed,12,25,78
student2068@alx.edu,Africa,Ghana,5,Unemployed,14,22,84
student2069@alx.edu,Africa,Zimbabwe,0,Employed,11,20,67
student2070@alx.edu,Africa,Ethiopia,7,Employed,17,26,84
student2071@alx.edu,Africa,Nigeria,5,Employed,31,67,100
student2072@alx.edu,Africa,South Africa,1,Employed,23,43,100
student2073@alx.edu,Africa,Kenya,2,Employed,12,28,87
student2074@alx.edu,Africa,Rwanda,1,Employed,36,74,100
student2075@alx.edu,Africa,Morocco,6,Employed,36,69,100
student2076@alx.edu,Africa,Egypt,6,Unemployed,35,68,100
student2077@alx.edu,Africa,Ghana,5,Employed,13,28,83
student2078@alx.edu,Africa,Zimbabwe,8,Employed,21,39,100
student2079@alx.edu,Africa,Ethiopia,9,Employed,39,79,100
student2080@alx.edu,Africa,Nigeria,6,Unemployed,32,63,100
student2081@alx.edu,Africa,South Africa,0,Employed,6,7,59
student2082@alx.edu,Africa,Kenya,7,Employed,7,8,53
student2083@alx.edu,Africa,Rwanda,4,Employed,21,43,98
student2084@alx.edu,Africa,Morocco,6,Unemployed,37,72,100
student2085@alx.edu,Africa,Egypt,6,Employed,24,46,100
student2086@alx.edu,Africa,Ghana,4,Unemployed,22,47,100
student2087@alx.edu,Africa,Zimbabwe,9,Unemployed,9,21,68
student2088@alx.edu,Africa,Ethiopia,1,Unemployed,28,55,100
student2089@alx.edu,Africa,Nigeria,7,Unemployed,34,67,100
student2090@alx.edu,Africa,South Africa,0,Employed,18,38,100
student2091@alx.edu,Africa,Kenya,9,Unemployed,32,60,100
student2092@alx.edu,Africa,Rwanda,1,Unemployed,39,78,100
student2093@alx.edu,Africa,Morocco,1,Employed,12,26,88
student2094@alx.edu,Africa,Egypt,3,Unemployed,23,49,100
student2095@alx.edu,Africa,Ghana,4,Unemployed,15,24,84
student2096@alx.edu,Africa,Zimbabwe,2,Unemployed,33,63,100
student2097@alx.edu,Africa,Ethiopia,6,Unemployed,25,48,100
student2098@alx.edu,Africa,Nigeria,4,Unemployed,27,55,100
student2099@alx.edu,Africa,South Africa,0,Unemployed,33,67,100
student2100@alx.edu,Africa,Kenya,3,Employed,19,42,100
student2101@alx.edu,Africa,Rwanda,8,Employed,37,73,100
student2102@alx.edu,Africa,Morocco,7,Employed,24,46,100
student2103@alx.edu,Africa,Egypt,7,Employed,11,25,74
student2104@alx.edu,Africa,Ghana,7,Unemployed,29,60,100
student2105@alx.edu,Africa,Zimbabwe,3,Unemployed,33,69,100
student2106@alx.edu,Africa,Ethiopia,1,Unemployed,16,33,93
student2107@alx.edu,Africa,Nigeria,3,Employed,35,67,100
student2108@alx.edu,Africa,South Africa,8,Employed,37,69,100
student2109@alx.edu,Africa,Kenya,10,Unemployed,15,25,80
student2110@alx.edu,Africa,Rwanda,5,Unemployed,39,81,100
student2111@alx.edu,Africa,Morocco,0,Employed,10,23,82
student2112@alx.edu,Africa,Egypt,1,Employed,12,30,88
student2113@alx.edu,Africa,Ghana,3,Employed,11,25,78
student2114@alx.edu,Africa,Zimbabwe,6,Employed,36,76,100
student2115@alx.edu,Africa,Ethiopia,1,Unemployed,28,54,100
student2116@alx.edu,Africa,Nigeria,9,Employed,10,17,55
student2117@alx.edu,Africa,South Africa,4,Employed,20,43,100
student2118@alx.edu,Africa,Kenya,9,Unemployed,27,54,100
student2119@alx.edu,Africa,Rwanda,8,Unemployed,8,16,59
student2120@alx.edu,Africa,Morocco,8,Unemployed,36,73,100
student2121@alx.edu,Africa,Egypt,6,Employed,33,67,100
student2122@alx.edu,Africa,Ghana,6,Employed,23,49,100
student2123@alx.edu,Africa,Zimbabwe,6,Employed,39,82,100
student2124@alx.edu,Africa,Ethiopia,6,Employed,20,41,92
student2125@alx.edu,Africa,Nigeria,6,Unemployed,39,81,100
student2126@alx.edu,Africa,South Africa,10,Unemployed,28,58,100
student2127@alx.edu,Africa,Kenya,7,Employed,27,53,100
student2128@alx.edu,Africa,Rwanda,8,Employed,11,24,65
student2129@alx.edu,Africa,Morocco,9,Employed,36,68,100
student2130@alx.edu,Africa,Egypt,2,Unemployed,20,43,100
student2131@alx.edu,Africa,Ghana,1,Employed,11,18,75
student2132@alx.edu,Africa,Zimbabwe,5,Unemployed,5,12,65
student2133@alx.edu,Africa,Ethiopia,5,Employed,25,47,100
student2134@alx.edu,Africa,Nigeria,8,Unemployed,23,49,100
student2135@alx.edu,Africa,South Africa,4,Unemployed,30,60,100
student2136@alx.edu,Africa,Kenya,6,Employed,36,68,100
student2137@alx.edu,Africa,Rwanda,5,Unemployed,8,17,65
student2138@alx.edu,Africa,Morocco,0,Unemployed,31,59,100
student2139@alx.edu,Africa,Egypt,6,Employed,12,26,81
student2140@alx.edu,Africa,Ghana,8,Unemployed,35,70,100
student2141@alx.edu,Africa,Zimbabwe,2,Employed,34,69,100
student2142@alx.edu,Africa,Ethiopia,6,Unemployed,24,45,100
student2143@alx.edu,Africa,Nigeria,6,Unemployed,30,58,100
student2144@alx.edu,Africa,South Africa,2,Unemployed,16,31,91
student2145@alx.edu,Africa,Kenya,1,Unemployed,21,46,100
student2146@alx.edu,Africa,Rwanda,10,Employed,34,73,100
student2147@alx.edu,Africa,Morocco,4,Employed,21,40,100
student2148@alx.edu,Africa,Egypt,2,Employed,18,38,100
student2149@alx.edu,Africa,Ghana,2,Unemployed,22,38,100
student2150@alx.edu,Africa,Zimbabwe,7,Unemployed,34,64,100
student2151@alx.edu,Africa,Ethiopia,6,Employed,17,31,78
student2152@alx.edu,Africa,Nigeria,6,Employed,11,18,74
student2153@alx.edu,Africa,South Africa,1,Employed,30,55,100
student2154@alx.edu,Africa,Kenya,9,Employed,34,69,100
student2155@alx.edu,Africa,Rwanda,4,Unemployed,9,16,68
student2156@alx.edu,Africa,Morocco,3,Employed,13,28,85
student2157@alx.edu,Africa,Egypt,5,Unemployed,10,22,81
student2158@alx.edu,Africa,Ghana,4,Employed,17,35,95
student2159@alx.edu,Africa,Zimbabwe,9,Unemployed,21,43,97
student2160@alx.edu,Africa,Ethiopia,9,Employed,31,62,100
